train_acc,train_loss,val_acc,val_loss,train_jac,val_jac
0.9008434579439253,0.31972075,0.8965527725856698,0.3588166,0.0012841736051931142,0.0015999999643046645
0.913515293118097,0.24883716,0.8963987538940811,0.26684642,7.682307560189152e-14,0.001610126922096885
0.913415061833286,0.22731267,0.8961160124610592,0.25442436,0.010428233264303484,6.940894026522503e-14
0.9153006466534505,0.2070238,0.8964465420560748,0.2560966,0.05538746594311425,0.0036268980219053147
0.9210236712923628,0.19771661,0.900432710280374,0.2515437,0.20466964533481974,0.031227838583290576
0.9296026149343906,0.17923091,0.9197459813084111,0.20750509,0.26304139405714744,0.31139684677124024
0.9387106343811952,0.15739584,0.9229121495327104,0.19294406,0.3633245268102848,0.40958948254585265
0.945631973945058,0.14147583,0.9318409345794393,0.18049084,0.42682333945324924,0.375746443271637
0.9495418436703484,0.13089205,0.9175682866043614,0.2139297,0.45947112995340966,0.3608904707431793
0.9465265269517605,0.14127605,0.9301990654205607,0.17713112,0.43814519973415317,0.49172958731651306
0.957292103275748,0.112689435,0.936938629283489,0.1633958,0.5292834255731467,0.4737499964237213
0.96259225431889,0.099601366,0.9381078504672898,0.15628228,0.5806470811367035,0.44064947962760925
0.9654666053053902,0.09140117,0.9462178816199376,0.15195805,0.6030248475797249,0.5237344121932983
0.967958085528179,0.08543729,0.947738753894081,0.14226717,0.6308197686166475,0.5219266557693482
0.971179694137638,0.07615279,0.9489183177570094,0.13534406,0.6630765642180587,0.5623404788970947
0.973025158123289,0.07088233,0.9522284735202493,0.12943377,0.6818205488450599,0.5856154346466065
0.9738627159444917,0.06865732,0.9517856697819316,0.128274,0.6901682642373171,0.5995568013191224
0.9762302935901068,0.06213619,0.9465934579439252,0.13646702,0.7164156870408491,0.6055034756660461
0.9774232984046068,0.05847099,0.9546358878504673,0.12971035,0.7282234213568948,0.5916187191009521
0.9790927735296894,0.05386135,0.9546414330218069,0.12769936,0.7468458107023528,0.6087027049064636
0.9793615123194563,0.052949104,0.9549289719626168,0.12093054,0.7504938271912661,0.6292010855674743
0.9801088218634948,0.050739124,0.9557226791277259,0.12761626,0.7583132593920736,0.6173216700553894
0.9814323845935996,0.047233023,0.9554561993769471,0.124338195,0.7724254700270566,0.6305530428886413
0.981903686396677,0.045960546,0.9563352647975077,0.12275741,0.7770977778868242,0.6330218768119812
0.982455560275654,0.04451031,0.9569360124610593,0.12906867,0.782810903859861,0.6280533576011658
0.9828643443783631,0.043339595,0.9562781308411217,0.1294257,0.7876267216422341,0.6288269090652466
0.9830496082318512,0.042813696,0.9567504672897197,0.12930171,0.7892625124165507,0.6249597978591919
0.9833005050505049,0.042170286,0.9572642990654205,0.12316942,0.7933907012144724,0.6353522753715515
0.9834629944302842,0.041747004,0.9569659813084113,0.13034481,0.7939713886289885,0.6284864997863769
0.9835330170867553,0.04155057,0.9571240498442367,0.12659775,0.7943590698820172,0.6330719947814941
