train_acc,train_loss,val_acc,val_loss,train_jac,val_jac
0.9069005947323705,0.34712327,0.8965527725856698,0.34831345,0.0015394248077451487,0.0015999999643046645
0.913515293118097,0.29256898,0.896397445482866,0.31144568,7.682307560189152e-14,0.0015999999643032808
0.9134342254318889,0.2785806,0.8961160124610592,0.3134025,7.741734560136166e-14,6.940894026522503e-14
0.9132733408854904,0.2667884,0.8963082866043615,0.29278615,7.723046893170601e-14,0.0016086945577410076
0.9134599971679411,0.2616585,0.8967605607476635,0.2930847,0.00022413666291862545,0.002377399851541118
0.9137604786179551,0.24979468,0.8973009345794393,0.27601582,0.014002292908557909,0.01622895460575819
0.9139806475974702,0.24111512,0.8988718380062305,0.27415442,0.04434287113447984,0.03971492774784565
0.9143885348815256,0.230746,0.898531339563863,0.26200742,0.06120633002314152,0.057881116345524786
0.9149009723402248,0.22567953,0.8975579439252337,0.25795642,0.07958196549478805,0.033239810839295385
0.9155794864533182,0.2210947,0.9008144548286604,0.24827805,0.07699158666373203,0.11576791435480117
0.9167257386953648,0.21209371,0.9027765732087228,0.24643283,0.12070864450299379,0.13170370757579802
0.9180939063532522,0.20763262,0.9022159501557633,0.25073043,0.14347745924059188,0.1151532718539238
0.9190801236665722,0.20226923,0.9056270404984424,0.23356217,0.15819237268332279,0.17972564816474915
0.9208803927121685,0.19800645,0.9052024922118379,0.23242183,0.1843800147374471,0.17780981004238128
0.9219503445671668,0.19498485,0.9065727102803737,0.23166448,0.19508676806634123,0.19861461877822875
0.9230903662796186,0.1915279,0.9087983800623054,0.22741854,0.20788071101362054,0.21704004287719728
0.9242093363541962,0.19218324,0.9086275389408099,0.2255728,0.22014414327162685,0.19383297264575958
0.9261961908807703,0.18582766,0.90861738317757,0.22393483,0.232799373115554,0.2858094418048859
0.9271747380345512,0.18345565,0.9110301557632399,0.2185863,0.24819856882095337,0.24022451400756836
0.9278722033418295,0.18169813,0.9107908411214954,0.22383888,0.25004909661683167,0.2287905102968216
0.9285868970074578,0.180257,0.912049034267913,0.21658538,0.25922736525535583,0.2872611248493195
0.9282617058434816,0.181643,0.9125382554517134,0.2168045,0.25630211039926065,0.28478503942489625
0.9298972906636456,0.17698692,0.9128282866043613,0.21538958,0.26986999154993985,0.2849449223279953
0.9306910223732653,0.17577416,0.9133884112149532,0.21417147,0.27821889700311603,0.27221037924289704
0.9309873973378646,0.17452084,0.9147368847352025,0.21272494,0.2786499510208766,0.2745165991783142
0.9315702350608893,0.17316577,0.9139188785046728,0.2134128,0.2849403184020158,0.27933032929897306
0.9317432974605871,0.17293902,0.9148694704049845,0.21236844,0.28776042479457276,0.2662005352973938
0.9316810629661096,0.1727768,0.9157695950155764,0.20999376,0.2874963437065934,0.264923614859581
0.9318152789578023,0.17244667,0.9144246728971962,0.21330294,0.28714111334446707,0.2538140225410461
0.9321310771264044,0.1716018,0.9154532087227415,0.21075325,0.2875632034106688,0.27454751908779146
