train_acc,train_loss,val_acc,val_loss,train_jac,val_jac
0.8920271669415429,0.33852378,0.9063659282335296,0.2912886,0.004810147255645645,0.007407407241896341
0.9044334570276709,0.27257705,0.9063081227645091,0.24508096,0.006828155021763933,0.0074074072418944545
0.9045938015393072,0.25866458,0.9062930079612321,0.24595344,0.010011334704970907,0.007407407241894466
0.9044294713212389,0.24438061,0.9071926848967347,0.23953016,0.009192848406591722,0.0076518931848652385
0.9045594649074584,0.22833592,0.9072773162570671,0.2341745,0.01758840618747533,0.024429520868040896
0.9045749725123694,0.21584482,0.9074031960309219,0.2064414,0.022721287869310745,0.02462198467994178
0.9163525746747296,0.1999303,0.9205059997692395,0.18670404,0.23365837258889394,0.40500355429119533
0.9263589426424775,0.18096292,0.9328976577823931,0.1717883,0.3608277418157634,0.388767272233963
0.9326872136705148,0.16772658,0.9380107880466136,0.1595245,0.397322566851097,0.4620357365519912
0.9426357659886383,0.14606605,0.9397539517710856,0.14957304,0.45722856942345114,0.3339011812651599
0.9471851291918637,0.13513082,0.9519837890850352,0.12474237,0.4856742147137137,0.48827446941976194
0.9491342083562396,0.13060157,0.934705088265836,0.16708848,0.5015588273458621,0.5014095725836577
0.9517592999816751,0.12533526,0.957859120803046,0.10985778,0.5206700028742061,0.5608063914157726
0.9575987493128092,0.11015077,0.9546067266643591,0.11846035,0.5640150619780316,0.5126397918771814
0.9603048836356971,0.10273688,0.9618821391484943,0.09854906,0.5833967683069846,0.5731760462125143
0.9644600284038849,0.0917503,0.9624234452521057,0.09784322,0.622428351903663,0.63245850359952
0.9662768462525197,0.08698596,0.9670096342448368,0.08548513,0.635854015017257,0.6351222903640182
0.969527533443284,0.07838663,0.9690703242182993,0.07914476,0.670541886897648,0.6595493135628877
0.9703240104452999,0.07580525,0.9701358024691358,0.076140195,0.6810083827551674,0.6807644764582316
0.9725100787978744,0.07013319,0.9695745932848737,0.078413256,0.699971054406727,0.6439717654828672
0.9741004901960784,0.06587322,0.972585092881043,0.07035339,0.7182343575884315,0.6908932195769416
0.9746281610775152,0.064390466,0.9730767278181609,0.06950743,0.7225507751983755,0.693998396396637
0.9758463441451349,0.060965825,0.9739683281412255,0.06676583,0.736088266267496,0.7083691314414695
0.9768437557265898,0.058469377,0.9741918195454023,0.06639336,0.7443197720191058,0.7164948361891287
0.9771663688840022,0.057591293,0.974548805815161,0.06535352,0.7491103743805605,0.7158454347539831
0.9777644080996886,0.056201793,0.9750346140533056,0.06438361,0.7546144504757488,0.718807167477078
0.9783003710830129,0.054620363,0.9753755624783662,0.063381694,0.7592383535469279,0.7232888804541694
0.9786247251236944,0.0537304,0.9756073612553363,0.06325025,0.7621081559097066,0.7239097378872059
0.9787097993402969,0.053548217,0.975702492211838,0.06252001,0.7644072359099108,0.7300125139730947
0.9788211929631665,0.05324311,0.9756873197184724,0.06286867,0.7655584531671861,0.7261114826908818
